id_interno;numero_proyecto;extracto;Fecha;Año;Estado;Proyecto;Expediente Electrónico;TEXTO ORIGINAL;Autores
4113;Proyecto N° 385;DECLARASE EL BENEPLACITO POR EL LANZAMIENTO DEL  PLAN NACIONAL DE ACCION CONTRA LAS VIOLENCIAS POR MOTIVOS DE GENERO 20202022.;2020-07-14;2020;ARCHIVADO;Declaración;;;
4114;Proyecto N° 386;DECLARESE DE INTERES PARLAMENTARIO Y EXPRESASE EL RECONOCIMIENTO DE ESTA CAMARA A LA ORGANIZACION FAMILIAS LEONAS CATAMARCA, EN EL MARCO DE LA CONMEMORACION EL DIA NACIONAL DEL TDAH.;2020-07-14;2020;ARCHIVADO;Declaración;;;
4115;Proyecto N° 387;DEROGASE LA LEY 5012 DE CREACION E INTEGRACION DEL CONSEJO DE LA MAGISTRATURA Y TODA OTRA DISPOSICION QUE SE OPONGA A LA PRESENTE.;2020-07-14;2020;ARCHIVADO;Ley Provincial;;;
4116;Proyecto N° 388;DIRIGIRSE AL P. E. P. CON EL FIN DE SOLICITAR SE ESTABLEZCA UN CONTROL POLICIAL PERMANENTE SOBRE LA RUTA N°43 EN EL LIMITE CON LA PROVINCIA DE SALTA.;2020-07-14;2020;ARCHIVADO;Resolución;;;
4117;Proyecto N° 389;DIRIGIRSE AL  P. E. P. A LOS FINES DE QUE MEDIANTE EL ORGANISMO QUE CORRESPONDA, ORDENE LA NULIDAD DE TODOS LOS ACTOS ADMINISTRATIVOS DICTADOS A FAVOR DE LA EMPRESA MINERA GALAXY EN LOS ULTIMOS 24 MESES.;2020-07-14;2020;ARCHIVADO;Resolución;;;
4118;Proyecto N° 390;AUDITORIA DE LA GESTION LEGAL DEL PODER JUDICIAL.;2020-07-14;2020;ARCHIVADO;Ley Provincial;;;
4119;Proyecto N° 391;PEDIDO DE INFORMES SOBRE PEDIMENTOS MINEROS.;2020-07-14;2020;ARCHIVADO;Resolución;;;
4120;Proyecto N° 392;REGULACION, FISCALIZACION Y CONTROL DE LOS SERVICIOS PUBLICOS   PROTECCION DE LOS DERECHOS DE LOS CONSUMIDORES Y USUARIOS.;2020-07-14;2020;ARCHIVADO;Ley Provincial;;;
4121;Proyecto N° 393;MODIFICACION DE LA LEY 2337. AMPLIACION DE LA CORTE DE JUSTICIA Y PROCEDIMIENTOS DE SUBROGANCIAS.;2020-07-14;2020;ARCHIVADO;Ley Provincial;;;
4122;Proyecto N° 394;CREASE EL REGIMEN SANCIONATORIO EXCEPCIONAL EN EL MARCO DE LA EMERGENCIA SANITARIA  COVID19.;2020-07-14;2020;ARCHIVADO;Ley Provincial;;;
4123;Proyecto N° 395;CREASE EL PROGRAMA PROVINCIAL DE FORMACION EN LA GESTION RESPONSABLE DE LAS TECNOLOGIAS DE LA COMUNICACION Y PREVENCION DEL GROOMING Y CIBERACOSO.;2020-07-14;2020;ARCHIVADO;Ley Provincial;;;
4124;Proyecto N° 396;CREASE UN SISTEMA DE ASISTENCIA DESTINADO A CONTENER EL RUBRO GASTRONOMICO EN TODA LA PROVINCIA DE CATAMARCA.;2020-07-14;2020;ARCHIVADO;Ley Provincial;;;
4125;Proyecto N° 397;SOLICITAR AL P. E.P., QUE A TRAVES DEL ARCA Y DE LA ADMINISTRACION GENERAL DE CATASTRO QUE FUNCIONA EN SU ORBITA, REMITA UN INFORME SOBRE LOS LIMITES DEPARTAMENTALES DE LA PROVINCIA DE CATAMARCA.;2020-07-14;2020;ARCHIVADO;Resolución;;;
4126;Proyecto N° 398;DECLARAR DE UTILIDAD PUBLICA Y SUJETO A EXPROPIACION LOS INMUEBLES DE PROPIEDAD DE ORGANIZACIONES HOTELERAS OCEAN PARK  S.A..;2020-07-15;2020;ARCHIVADO;Ley Provincial;;;
4127;Proyecto N° 399;SOLICITAR AL MINISTERIO DE SALUD INFORME SOBRE INSUMOS MEDICOS Y DE LABORATORIO, Y EPP. PARA LA ATENCION DE COVID 19 A LAS AREAS PROGRAMATICAS, LABORATORIO CENTRAL DE VIROLOGIA Y AL HOSPITAL MONOVALENTE DR. CARLOS GREGORIO MALBRAN.;2020-07-15;2020;ARCHIVADO;Resolución;;;
4128;Proyecto N° 400;PROGRAMA PROVINCIAL POLO INTEGRAL E ITINERANTE PARA PERSONAS EN SITUACION DE VIOLENCIA FAMILIAR Y DE GENERO.;2020-07-15;2020;ARCHIVADO;Ley Provincial;;;
4129;Proyecto N° 401;SOLICITASE AL P. E. P. Y POR SU INTERMEDIO AL MINISTERIO DE HACIENDA PUBLICA, MINISTERIO DE EDUCACION Y ORGANISMOS PERTINENTES REASIGNAR LAS PARTIDAS PRESUPUESTARIAS PARA IMPLEMENTAR BECAS  DIGITALES A ESTUDIANTES DEL NIVEL SECUNDARIO Y SUPERIOR.;2020-07-15;2020;ARCHIVADO;Resolución;;;
4130;Proyecto N° 402;PROTECCION Y PROMOCION DE HUERTAS COMUNITARIAS.;2020-07-17;2020;ARCHIVADO;Ley Provincial;;;
4131;Proyecto N° 403;DECLARACION DE NECESIDAD DE LA REFORMA PARCIAL DE LA CONSTITUCION DE CATAMARCA.;2020-07-20;2020;ARCHIVADO;Ley Provincial;;;
4132;Proyecto N° 404;LEY DE PUNICION CONTRAVENCIONAL A LAS NOTICIAS FALSAS Y A LA EXPOSICION DE DATOS PERSONALES.;2020-07-20;2020;ARCHIVADO;Ley Provincial;;;
4133;Proyecto N° 405;SOLICITAR COPIA DEL PROTOCOLO DE PREVENCION COVID19 DE LA CAMARA DE DIPUTADOS..;2020-07-20;2020;ARCHIVADO;Resolución;;;
4134;Proyecto N° 407;"SOLICITAR AL PODER EJECUTIVO PROVINCIAL, A TRAVES DEL MINISTERIO DE INVERSION Y DESARROLLO INFORME SOBRE LA SITUACION ACTUAL DE LA EMPRESA AGROINDUSTRIA CATAMARCA SOCIEDAD DEL ESTADO.";2020-07-20;2020;ARCHIVADO;Resolución;;;
4135;Proyecto N° 408;"SOLICITASE AL PODER EJECUTIVO PROVINCIAL, A TRAVES DE LOS ORGANISMOS CORRESPONDIENTES, LA PUBLICACION DE LA EXENCION DEL PAGO DEL IMPUESTO INMOBILIARIO DEL ARTICULO 145°, DE LA LEY N° 5.022.";2020-07-21;2020;ARCHIVADO;Resolución;;;
4136;Proyecto N° 409;MODIFIQUESE LA LEY N° 3.843 LEY ORGANICA DEL NOTARIADO.;2020-07-21;2020;ARCHIVADO;Ley Provincial;;;
4137;Proyecto N° 410;"DECLARESE DE INTERES PARLAMENTARIO A LA PRIMERA COLACION DE GRADO VIRTUAL DE LA UNIVERSIDAD NACIONAL DE CATAMARCA, CON EGRESADOS DE LA FACULTAD DE TECNOLOGIA Y CIENCIAS APLICADAS.";2020-07-21;2020;ARCHIVADO;Declaración;;;
4138;Proyecto N° 411;"MODIFICAR EL TEXTO DE LA LEY N° 5.267  FOMENTO, DESARROLLO, PROMOCION Y REGULACION DE LA ACTIVIDAD TURISTICA DE LA PROVINCIA DE CATAMARCA.";2020-07-21;2020;ARCHIVADO;Ley Provincial;;;
4139;Proyecto N° 412;"INSTITUIR EN EL AÑO 2020 COMO AÑO DE LA BEATIFICACION DE MAMERTO DE LA FRANCISCO ASCENSION ESQUIU, DECRETADO Y PROMULGADO POR SU SANTIDAD EL PAPA FRANCISCO.";2020-07-21;2020;ARCHIVADO;Ley Provincial;;;
4140;Proyecto N° 413;"DECLARAR DE UTILIDAD PUBLICA Y SUJETO A EXPROPIACION, INMUEBLE UBICADO  EN LA LOCALIDAD DE LA MERCED, DEPARTAMENTO PACLIN";2020-07-21;2020;ARCHIVADO;Ley Provincial;;;
4141;Proyecto N° 414;"DECLARASE LA EMERGENCIA PUBLICA EN MATERIA TARIFARIA DE ELECTRICIDAD Y AGUA CORRIENTE EN TODO EL TERRITORIO DE LA PROVINCIA DE CATAMARCA.";2020-07-21;2020;ARCHIVADO;Ley Provincial;;;
4142;Proyecto N° 415;"SOLICITAR AL PODER EJECUTIVO PROVINCIAL QUE A TRAVES DE LOS ORGANISMOS COMPETENTES, PREVENGAN LA DIFUSION DE IDENTIDAD DE PERSONAS CON POSIBLES CONTAGIOS DE COVID19 Y SE APLIQUEN LAS NORMAS DE PROTECCION DE DATOS, ESTABLECIDOS POR LA LEY N° 25.326.";2020-07-21;2020;ARCHIVADO;Resolución;;;
4143;Proyecto N° 416;"DECLARASE EL BENEPLACITO DE ESTE CUERPO POR DOTAR AL BANCO DE SANGRE DE LA PROVINCIA DE CATAMARCA, CON LA TECNOLOGIA NECESARIA PARA EL TRATAMIENTO CON PLASMA EN ENFERMOS DE COVID 19.";2020-07-21;2020;ARCHIVADO;Declaración;;;
4144;Proyecto N° 417;CREASE LA FIGURA DEL CONSEJO ASESOR PARA SITUACIONES EXCEPCIONALES, EN MATERIA DE POLITICAS PUBLICAS.;2020-07-21;2020;ARCHIVADO;Ley Provincial;;;
4145;Proyecto N° 418;INCORPORENSE LOS SIGUIENTES ARTICULOS A LA LEY 5381 DE EDUCACION DE LA PROVINCIA DE CATAMARCA.;2020-07-21;2020;ARCHIVADO;Ley Provincial;;;
4146;Proyecto N° 421;DECLARESE DE INTERES DE ESTA HONORABLE CAMARA, LA CANDIDATURA DEL MUSEO SITIO DE MEMORIA ESMA COMO PATRIMONIO MUNDIAL DE LA UNESCO.;2020-07-22;2020;ARCHIVADO;Declaración;;;
4147;Proyecto N° 419;ADHIERASE LA PROVINCIA DE CATAMARCA A LA LEY NACIONAL N°27.551 LEY DE ALQUILERES.;2020-07-23;2020;ARCHIVADO;Ley Provincial;;;
4148;Proyecto N° 420;CREASE EN EL AMBITO DE LA PROVINCIA DE CATAMARCA EL CONSEJO CONSULTIVO PARA POLITICAS DE ESTADO.;2020-07-23;2020;ARCHIVADO;Ley Provincial;;;
4149;Proyecto N° 422;MODIFICACION DE LA  LEY 5022 CODIGO TRIBUTARIO Y MODIFICACION DE LA LEY 5638 LEY IMPOSITIVA DE LA PROVINCIA DE CATAMARCA.;2020-07-23;2020;ARCHIVADO;Ley Provincial;;;
4150;Proyecto N° 423;INSTAURESE EL 26 DE JULIO DE CADA AÑO COMO EL DIA PROVINCIAL  DE LAS TRABAJADORAS Y TRABAJADORES ESENCIALES DE LOS COMEDORES Y MERENDEROS COMUNITARIOS EN TODO EL TERRITORIO DE LA PROVINCIA DE CATAMARCA.;2020-07-23;2020;ARCHIVADO;Ley Provincial;;;
4151;Proyecto N° 424;DECLARESE DE INTERES PARLAMENTARIO Y BENEPLACITO LA JORNADA FEDERAL DE OLLAS POPULARES DE LAS TRABAJADORAS ESENCIALES, LLEVADA ADELANTE EN TODO EL TERRITORIO DEL PAIS, EN CONMEMORACION DEL ANIVERSARIO DEL FALLECIMIENTO DE EVA PERON, A CELEBRARSE EL DIA 26 DE JULIO DE CADA AÑO.;2020-07-23;2020;ARCHIVADO;Declaración;;;
4152;Proyecto N° 425;INCORPORAR A LA CURRICULA EDUCATIVA LA ASIGNATURA EDUCACION PARA LA SALUD.;2020-07-23;2020;ARCHIVADO;Ley Provincial;;;
4153;Proyecto N° 426;DECLARASE QUE EL CONGRESO DE LA NACION ARGENTINA CONTEMPLE LA POSIBILIDAD DE PROPONER Y SANCIONAR UNA LEGISLACION QUE ESTABLEZCA LA GESTACION POR SUSTITUCION Y REGULE LOS ASPECTOS JURIDICOS RELACIONADOS CON LOS DERECHOS DE LOS PADRES PROCREACIONALES.;2020-07-24;2020;ARCHIVADO;Declaración;;;
4154;Proyecto N° 427;DECLARASE DE INTERES PARLAMENTARIO LA CONFORMACION DE LA RED PROVINCIAL DE CONCEJALAS DE CATAMARCA.;2020-07-24;2020;ARCHIVADO;Declaración;;;
4155;Proyecto N° 428;DECLARESE DE INTERES PARLAMENTARIO AL HOMENAJE A LA FIESTA DEL NACIONAL E INTERNACIONAL DEL PONCHO, ORGANIZADA POR MUSICOS AUTO CONVOCADOS DE LA PROVINCIA A REALIZARSE DE MANERA VIRTUAL, LOS DIAS 23, 24, 25 Y 26 DE JULIO.;2020-07-24;2020;ARCHIVADO;Declaración;;;
4156;Proyecto N° 429;DECLARASE DE INTERES PARLAMENTARIO Y PERIODISTICO EL LIBRO RELATOS QUE ROMPIERON EL SILENCIO, ESCRITO POR LAS COMUNICADORAS FEMINISTAS LAS EULALIAS.;2020-07-24;2020;ARCHIVADO;Declaración;;;
4157;Proyecto N° 430;ESTABLECESE LA PROHIBICION DE TOMAR MATE DENTRO DE LAS OFICINAS PERTINENTES A ESTA CAMARA, COMO PREVENCION PARA LA PROPAGACION DEL COVID19.;2020-07-27;2020;ARCHIVADO;Decreto Cámara;;;
4158;Proyecto N° 431;DECLARASE DE INTERES PARLAMENTARIO LA CELEBRACION DEL PRIMER FESTIVAL VIRTUAL LA GORDISPEÑA, LA PRIMERA EXPO FERIA VIRTUAL EPICENTRO DE LAS ARTES, Y DE LA FERIA VIRTUAL DE EMPRENDEDORES, DE CUYA FUSION NACIO EL PRIMER FESTIVAL VIRTUAL TIERRA DEL PONCHO.;2020-07-27;2020;ARCHIVADO;Declaración;;;
4159;Proyecto N° 432;MODIFICASE EL ARTICULO 10° DEL REGLAMENTO INTERNO DE LA CAMARA DE DIPUTADOS DE CATAMARCA.;2020-07-27;2020;ARCHIVADO;Decreto Cámara;;;
4160;Proyecto N° 433;"GARANTIZAR LA IGUALDAD DE TRATO, OPORTUNIDAD Y CONTRATACION DE MUJERES CIS, TRANS Y TRAVESTIS POR LOS MEDIOS DE COMUNICACION PUBLICOS DE LA PROVINCIA.";2020-07-28;2020;ARCHIVADO;Ley Provincial;;;
4161;Proyecto N° 434;DECLARASE DE INTERES PARLAMENTARIO, AL PROGRAMA BANCO DE PELUCAS ONCOLOGICAS SOLIDARIAS DESARROLLADO POR LA ASOCIACION CIVIL SOLES CATAMARCA.;2020-07-28;2020;ARCHIVADO;Declaración;;;
4162;Proyecto N° 435;DECLARASE EL BENEPLACITO A LA CIRUGIA DE EXERESIS DE TUMOR MASIVO LLEVADO A CABO EN EL HOSPITAL INTERZONAL SAN JUAN BAUTISTA, EN JULIO DEL 2020.;2020-07-28;2020;ARCHIVADO;Declaración;;;
4163;Proyecto N° 436;SOLICITAR AL P. E. P. LA ACTUALIZACION DE  LAS ASIGNACIONES FAMILIARES CORRESPONDIENTES A LA ADMINISTRACION CENTRAL.;2020-07-28;2020;ARCHIVADO;Resolución;;;
4164;Proyecto N° 437;DECLARASE DE INTERES LEGISLATIVO LA VISITA A LA PROVINCIA DEL SR. MINISTRO DE SALUD DE LA NACION, DR. GINES GONZALEZ GARCIA.;2020-07-28;2020;ARCHIVADO;Declaración;;;
4165;Proyecto N° 438;EXPRESAR EL RECHAZO Y REPUDIO A LAS MANIFESTACIONES EN CONTRA DE PATRICIA BULLRICH.;2020-07-28;2020;ARCHIVADO;Declaración;;;
4166;Proyecto N° 439;DECLARACION DE INTERES PARLAMENTARIO LA INICIATIVA PROPUESTA POR LA MUNICIPALIDAD DE SAN FERNANDO DEL VALLE DE CATAMARCA, TITULADA CARAVATI POR TODOS EN UNA FRASE HACIA LOS 200 AÑOS DE SU NATALICIO, EN EL MARCO DE LA CELEBRACION DE LOS 199 AÑOS DE SU NACIMIENTO.;2020-07-29;2020;ARCHIVADO;Declaración;;;
4167;Proyecto N° 440;CREACION DE LA AGENCIA DE RESIDUOS SOLIDOS URBANOS DE CATAMARCA, SOCIEDAD DEL ESTADO (ARCASE)  A FIN DE PROTEGER EL ENTORNO NATURAL, LOS SERES VIVOS Y LOS BIENES PUBLICOS.;2020-07-29;2020;ARCHIVADO;Ley Provincial;;;
4168;Proyecto N° 441;DECLARASE DE INTERES PARLAMENTARIO LA CAMPAÑA DE COMUNICACION JUGAMOS POR VOS Y TUS DERECHOS SEXUALES Y REPRODUCTIVOS, ORGANIZADA POR EULALIAS  COMUNICADORAS FEMINISTAS CATAMARQUEÑAS.;2020-07-30;2020;ARCHIVADO;Declaración;;;
4169;Proyecto N° 442;DECLARESE EL BENEPLACITO DE ESTE CUERPO A LA CREACION DEL REGISTRO NACIONAL DE COMEDORES Y MERENDEROS (RENACOM) ENMARCADA EN EL PLAN ARGENTINA CONTRA EL HAMBRE MEDIANTE RESOL20208APNMD E IMPLEMENTADA POR EL MINISTERIO DE DESARROLLO SOCIAL DE LA NACION.;2020-07-30;2020;ARCHIVADO;Declaración;;;
4170;Proyecto N° 443;IGUALDAD DE GENERO EN EL DEPORTE.;2020-07-31;2020;ARCHIVADO;Ley Provincial;;;
4171;Proyecto N° 444;EXPRESAR EL RECHAZO Y REPUDIO A LA REFORMA JUDICIAL INICIADA POR EL PODER EJECUTIVO NACIONAL Y PROVINCIAL.;2020-07-31;2020;ARCHIVADO;Declaración;;;
4172;Proyecto N° 445;ADHIERASE LA PROVINCIA DE CATAMARCA A LA LEY NACIONAL N° 27.554 CREACION DE UNA CAMPAÑA NACIONAL PARA LA PROMOCION DE LA DONACION VOLUNTARIA DE PLASMA SANGUINEO, PROVENIENTE DE PACIENTES RECUPERADOS DE COVID   19.;2020-07-31;2020;ARCHIVADO;Ley Provincial;;;
4173;Proyecto N° 446;ADHIERASE LA PROVINCIA DE CATAMARCA A LA LEY NACIONAL N° 27.552 QUE DECLARA DE INTERES NACIONAL LA LUCHA CONTRA LA ENFERMEDAD DE FIBROSIS QUISTICA DE PANCREAS O MUCOVISCIDOSIS.;2020-07-31;2020;ARCHIVADO;Ley Provincial;;;
4174;Proyecto N° 447;CREAR LA COMISION ESPECIAL BICAMERAL DE MONITOREO E IMPLEMENTACION DEL PROGRAMA NACIONAL DE EDUCACION SEXUAL INTEGRAL.;2020-08-03;2020;ARCHIVADO;Ley Provincial;;;
4175;Proyecto N° 448;SOLICITAR AL PODER EJECUTIVO PROVINCIAL QUE REALICE UNA  RECOMPOSICION SALARIAL DE LOS TRABAJADORES ESTATALES PROVINCIALES.;2020-08-03;2020;ARCHIVADO;Resolución;;;
4176;Proyecto N° 449;SOLICITAR AL PODER EJECUTIVO, QUE A TRAVES DEL MINISTERIO DE CIENCIA E INNOVACION TECNOLOGICA INFORME SOBRE EL FUNCIONAMIENTO DE LA ESCUELA PUBLICA DE ORFEBRERIA.;2020-08-03;2020;ARCHIVADO;Resolución;;;
4177;Proyecto N° 450;DECLARAR DE INTERES PARLAMENTARIO LA CONFORMACION DE LA RED PROVINCIAL DE CONCEJALAS DE CATAMARCA.;2020-08-03;2020;ARCHIVADO;Declaración;;;
4178;Proyecto N° 451;VETO PARCIAL DE LA LEY 5.655.;2020-08-03;2020;ARCHIVADO;Veto;;;
4179;Proyecto N° 452;DEROGANSE LAS LEYES PROVINCIALES N° 4759 Y 4007 .;2020-08-04;2020;ARCHIVADO;Ley Provincial;;;
4180;Proyecto N° 453;ESTABLESECE EL MONTO DE UN 51% EN CONCEPTO DE REGALIAS MINERAS A COBRAR POR PARTE DE LA PROVINCIA DE LAS EMPRESAS MINERAS QUE EXPLOTEN NUESTROS RECURSOS MINEROS NO RENOVABLES.;2020-08-04;2020;ARCHIVADO;Ley Provincial;;;
4181;Proyecto N° 454;DECLARE DE INTERES PARLAMENTARIO LA PUBLICACION DEL LIBRO CATAMARCA, FORTALEZA DE ALTURA.;2020-08-04;2020;ARCHIVADO;Declaración;;;
4182;Proyecto N° 455;CREASE EL PROGRAMA DE CONTENCION PSICOEMOCIONAL PARA LOS NIÑOS, NIÑAS Y ADOLESCENTES DE TODA LA PROVINCIA DE CATAMARCA.;2020-08-04;2020;ARCHIVADO;Ley Provincial;;;
4183;Proyecto N° 456;CREASE EN EL AMBITO DEL MINISTERIO DE EDUCACION DE LA PROVINCIA, EL PROGRAMA PERMANENTE DE CAPACITACION DE EDUCACION SEXUAL INTEGRAL (ESI), PREVISTO EN LA LEY PROVINCIAL 5.552.;2020-08-04;2020;ARCHIVADO;Ley Provincial;;;
4184;Proyecto N° 457;GARANTIZAR LA PARIDAD DE GENERO EN EL ACCESO Y PERMANENCIA DEL PERSONAL DE LOS SERVICIOS DE RADIODIFUSION SONORA Y TELEVISIVA DEL ESTADO PROVINCIAL, ESPECIALMENTE EN LOS CARGOS DE CONDUCCION Y DE TOMA DE DECISION.;2020-08-04;2020;ARCHIVADO;Ley Provincial;;;
4185;Proyecto N° 458;PROMOCION Y PROTECCION DE ESPACIOS O CENTROS CULTURALES INDEPENDIENTES Y AUTOGESTIONADOS.;2020-08-04;2020;ARCHIVADO;Ley Provincial;;;
4186;Proyecto N° 459;MODIFICACION PARCIAL DEL CODIGO PROCESAL PENAL DE CATAMARCA .;2020-08-04;2020;ARCHIVADO;Ley Provincial;;;
4187;Proyecto N° 460;PRORROGA DE VENCIMIENTO DE IMPUESTOS SOBRE LOS INGRESOS BRUTOS PARA PYMES.;2020-08-04;2020;ARCHIVADO;Ley Provincial;;;
4188;Proyecto N° 461;SOLICITAR AL P. E. P. INFORME,SOBRE EL RETORNO A CLASES PRESENCIALES EN ESTABLECIMIENTOS EDUCATIVOS DE LA PROVINCIA.;2020-08-05;2020;ARCHIVADO;Resolución;;;
4189;Proyecto N° 462;CREASE UN REGIMEN ESPECIAL  DE PROMOCION  PARA LA  ACTIVIDAD TURISTICA.;2020-08-05;2020;ARCHIVADO;Ley Provincial;;;
4190;Proyecto N° 463;LEY DE MARTILLEROS PUBLICOS.;2020-08-05;2020;ARCHIVADO;Ley Provincial;;;
4191;Proyecto N° 464;DECLARESE DE UTILIDAD PUBLICA Y SUJETO A EXPROPIACION EL INMUEBLE DE PROPIEDAD PRIVADA, UBICADO EN LA LOCALIDAD DE LAS PALMAS   DEPARTAMENTO CAPAYAN .;2020-08-05;2020;ARCHIVADO;Ley Provincial;;;
4192;Proyecto N° 465;DECLARESE DE INTERES PARLAMENTARIO LA SEMANA MUNDIAL DE LA LACTANCIA MATERNA.;2020-08-05;2020;ARCHIVADO;Declaración;;;
4193;Proyecto N° 466;DENUNCIA POR HECHOS Y ACTOS FUNCIONALES EN CONTRA DE LOS SRES. JOSE RICARDO CACERES, AMELIA SESTO DE LEIVA Y LUIS RAUL CIPPITELLI .;2020-08-05;2020;ARCHIVADO;Juicio Político;;;
4194;Proyecto N° 467;SOLICITAR AL P. E. P.  INFORME  EL OBJETIVO Y DESTINO ESPECIFICO DE LOS MONTOS EN PESOS QUE PRETENDE CONTRAER COMO DEUDA A PARTIR DEL PROYECTO DE LEY CON TRAMITE BAJO EXPTE. 187/20.;2020-08-05;2020;ARCHIVADO;Resolución;;;
4195;Proyecto N° 468;CREAR UN ESPACIO DE TALLER, EN LOS AMBITOS ESCOLARES (NIVEL INICIAL, PRIMARIO Y SECUNDARIO), PARA EL DICTADO DE CHARLAS EN CUANTO A LA CONCIENTIZACION SOBRE LA HIGIENE Y LA SALUD.;2020-08-06;2020;ARCHIVADO;Ley Provincial;;;
4196;Proyecto N° 469;EXPRESASE EL BENEPLACITO POR EL LANZAMIENTO DE LA LINEA DE CREDITOS SUBSIDIADA POR EL GOBIERNO NACIONAL, PARA QUE DOCENTES QUE INTEGRAN EL SISTEMA EDUCATIVO NACIONAL PUEDAN ADQUIRIR COMPUTADORAS;2020-08-07;2020;ARCHIVADO;Declaración;;;
4197;Proyecto N° 470;INCLUYASE AL PERSONAL DE LOS HOGARES ESCUELAS DE LA PROVINCIA DENTRO DEL REGIMEN ESPECIAL DE JUBILACIONES PARA DOCENTES DE ZONA DE FRONTERA Y ESCUELAS ESPECIALES, DISPUESTO MEDIANTE DECRETO N° 538/75 Y DECRETO NACIONAL N° 137/05;2020-08-10;2020;ARCHIVADO;Ley Provincial;;;
4198;Proyecto N° 471;DECLARASE EL BENEPLACITO DEL RELANZAMIENTO, POR PARTE DEL GOBIERNO NACIONAL, DEL PLAN PRO.CRE.AR. Y SUS NUEVE LINEAS DE CREDITO DESTINADAS A LA CONSTRUCCION, REFACCION Y REMODELACION DE VIVIENDAS, Y ACCESO AL SUELO.;2020-08-10;2020;ARCHIVADO;Declaración;;;
4199;Proyecto N° 472;INSTITUYASE EL TERCER DOMINGO DEL MES DE AGOSTO DE CADA AÑO, COMO EL DIA DE LAS INFANCIAS.;2020-08-10;2020;ARCHIVADO;Ley Provincial;;;
4200;Proyecto N° 473;CREAR CENTROS EDUCATIVOS ORIENTADOS A  NUEVAS FORMAS DE MASCULINIDAD Y PERSPECTIVA DE GENERO DIRIGIDOS A PERSONAS DE SEXO MASCULINO, EN CONTEXTO DE VIOLENCIA FAMILIAR.;2020-08-10;2020;ARCHIVADO;Ley Provincial;;;
4201;Proyecto N° 474;DECLARAR DE INTERES PARLAMENTARIO, CULTURAL Y EDUCATIVO LA CREACION DEL ARCHIVO HISTORICO DE LA MEMORIA, UBICADO EN LA SALA LILA MACEDO DE LA BIBLIOTECA POPULAR MANUEL PONFERRADA, EN LA CHACARITA DE NUESTRA CIUDAD CAPITAL.;2020-08-10;2020;ARCHIVADO;Declaración;;;
4202;Proyecto N° 475;PARIDAD DE GENERO EN LAS ENTIDADES QUE POR LEY DEBE SOLICITAR INSCRIPCION EN LA DIRECCION DE INSPECCION GENERAL DE PERSONAS JURIDICAS.;2020-08-10;2020;ARCHIVADO;Ley Provincial;;;
4203;Proyecto N° 476;ADHIERASE LA PROVINCIA DE CATAMARCA A LA LEY NACIONAL N° 27.553 RECETAS ELECTRONICAS O DIGITALES.;2020-08-10;2020;ARCHIVADO;Ley Provincial;;;
4204;Proyecto N° 477;EXPRESASE EL BENEPLACITO POR LA INICIATIVA ADOPTADA POR EL GOBIERNO NACIONAL EN ORDEN A IMPLEMENTAR EL PAGO DE UNA ASIGNACION DE $15 MIL A LOS FAMILIARES DE PERSONAS VICTIMAS DE LA PANDEMIA PROVOCADA POR EL CORONAVIRUS.;2020-08-11;2020;ARCHIVADO;Declaración;;;
4205;Proyecto N° 478;SOLICITAR AL P. E. P. QUE, A TRAVES DEL MINISTERIO DE HACIENDA PUBLICA EN EL MARCO DEL CONVENIO CON EL BANCO NACION COMO AGENTE FINANCIERO DE LA PROVINCIA, SE REALICEN LOS ESTUDIOS Y TRAMITES PERTINENTES PARA LA INSTALACION DE CAJEROS AUTOMATICOS, EN LA LOCALIDAD DE SUMALAO EN EL DEPTO. VALLE VIEJO.;2020-08-11;2020;ARCHIVADO;Resolución;;;
4206;Proyecto N° 479;CREASE EL REGISTRO DE PERSONAS CON ENFERMEDADES POCO FRECUENTES DE LA PROVINCIA DE CATAMARCA.;2020-08-11;2020;ARCHIVADO;Ley Provincial;;;
4207;Proyecto N° 480;SOLICITESE AL P. E. P., A TRAVES DEL MINISTERIO DE DESARROLLO SOCIAL, UN INFORME RESPECTO DE LA SITUACION ACTUAL DE LOS 3 HOGARES DE ADULTOS MAYORES PERTENECIENTES A LA PROVINCIA DE CATAMARCA. HOGAR DE ANCIANOS FRAY MAMERTO ESQUIU, EL HOGAR DE ANCIANOS PBRO. RAMON ROSA BARROS Y EL HOGAR DE ADULTOS MAYORES DE TINOGASTA.;2020-08-11;2020;ARCHIVADO;Resolución;;;
4208;Proyecto N° 481;EXHORTAR AL P.E.P. POR INTERMEDIO DEL MINISTERIO DE HACIENDA Y FINANZAS OTORGUE UNA COMPENSACION POR SUS TAREAS DE RIESGO..;2020-08-11;2020;ARCHIVADO;Resolución;;;
4209;Proyecto N° 482;GARANTIZAR EL ACCESO A INTERNET EN LOS BARRIOS POPULARES DE LA PROVINCIA DE CATAMARCA.;2020-08-11;2020;ARCHIVADO;Ley Provincial;;;
4210;Proyecto N° 483;CREASE EL PROGRAMA DE CAPACITACION OBLIGATORIA EN DERECHOS DE NIÑOS, NIÑAS Y ADOLESCENTES PARA TODAS LAS PERSONAS QUE SE DESEMPEÑEN EN LA FUNCION PUBLICA EN TODOS SUS NIVELES Y JERARQUIAS EN LOS PODERES EJECUTIVO, LEGISLATIVO Y JUDICIAL;2020-08-11;2020;ARCHIVADO;Ley Provincial;;;
