id_interno;numero_proyecto;extracto;Fecha;Año;Estado;Proyecto;Expediente Electrónico;TEXTO ORIGINAL;Autores
1;Proyecto N° 2;SE CONVOQUE A LA COMISION DE EMERGENCIA Y DESASTRE AGROPECUARIO PARA ESTUDIO Y DIAGNOSTICO DE LA SITUACION AGROGANADERA.;2012-02-03;2012;ARCHIVADO;Resolución;;;
2;Proyecto N° 3;PEDIDO DE INFORME AL SR. MINISTRO DE GOBIERNO Y JUSTICIA DE LA PROVINCIA DE CATAMARCA, SOBRE LOS HECHOS SUCEDIDOS EL DOMINGO 5 DE FEBRERO DEL CORRIENTE AÑO EN EL SERVICIO PENITENCIARIO PROVINCIAL.;2012-02-06;2012;ARCHIVADO;Resolución;;;
3;Proyecto N° 4;PEDIDO DE INFORME AL PODER EJECUTIVO PROVINCIAL SOBRE LA REPRESION POLICIAL DEL DIA 08 DE FEBRERO EN EL DPTO. BELEN.;2012-02-09;2012;ARCHIVADO;Resolución;;;
4;Proyecto N° 5;DECLARAR DE INTERES LEGISLATIVO EL AÑO DIOCESANO DE LA FAMILIA, BAJO EL LEMA A TU FAMILIA DIOS LA AMA.;2012-02-10;2012;ARCHIVADO;Declaración;;;
5;Proyecto N° 6;REPUDIO A LA REPRESION POLICIAL EN TINOGASTA.;2012-02-10;2012;ARCHIVADO;Resolución;;;
6;Proyecto N° 7;SOLICITA AL SEÑOR PRESIDENTE DE LA CAMARA DE DIPUTADOS, QUE DISPONGA CON CARACTER DE URGENTE LA CELEBRACION DE UNA SESION ESPECIAL.;2012-02-10;2012;ARCHIVADO;Resolución;;;
7;Proyecto N° 8;IMPLEMENTASE EL SISTEMA DE EMISION Y ADQUISICION DE ORDENES MEDIANTE LA RED DE CAJEROS AUTOMATICOS (RED LINK) DEL BANCO DE LA NACION ARGENTINA.;2012-02-22;2012;ARCHIVADO;Ley Provincial;;;
8;Proyecto N° 9;DECLARASE ZONA DE DESASTRE Y EMERGENCIA ECONOMICA, AGROPECUARIA Y SOCIAL  A LOS DEPARTAMENTOS TINOGASTA, BELEN, SANTA MARIA, ANDALGALA Y LAS LOCALIDADES DE LA PROVINCIA AFECTADAS POR LAS ULTIMAS TORMENTAS.;2012-02-23;2012;ARCHIVADO;Ley Provincial;;;
9;Proyecto N° 10;SOLICITA AL PODER EJECUTIVO PROVINCIAL REALICE LA RESPECTIVA DENUNCIA EN SEDE JUDICIAL Y LA CORRESPONDIENTE INVESTIGACION ADMINISTRATIVA POR LA COMISION DE UN SUPUESTO DELITO DE COHECHO, EN VIRTUD DE SUPUESTOS DICHOS DEL ACTUAL SUBSECRETARIO DE ASUNTOS MUNICIPALES, SEÑOR LUIS DANIEL LAVATELLI.;2012-02-24;2012;ARCHIVADO;Resolución;;;
10;Proyecto N° 11;CREASE EN EL AMBITO DE LA CAMARA DE DIPUTADOS DE LA PROVINCIA DE CATAMARCA, LA COMISION PERMANENTE DE MEDIO AMBIENTE, RECURSOS NATURALES Y DESARROLLO SUSTENTABLE.;2012-02-28;2012;ARCHIVADO;Decreto Cámara;;;
11;Proyecto N° 12;DECLARAR DE INTERES PARLAMENTARIO LA POSICION DEL GOBIERNO ARGENTINO EN EL RECLAMO DE SOBERANIA SOBRE LAS ISLAS MALVINAS.;2012-02-28;2012;ARCHIVADO;Declaración;;;
12;Proyecto N° 13;ESTABLECESE CON MOTIVO DE CUMPLIRSE 30 AÑOS DEL CONFLICTO ARMADO EN LAS ISLAS MALVINAS, UN MEMBRETE ALUSIVO A PIE DE PAGINA CON LA LEYENDA: ISLAS MALVINAS, SOBERANIA ARGENTINA.;2012-03-05;2012;ARCHIVADO;Resolución;;;
13;Proyecto N° 14;DIRIGIRSE AL PODER EJECUTIVO PROVINCIAL SOLICITANDO LA ADHESION A LA CONMEMORACION DEL DIA INTERNACIONAL DE LA MUJER.;2012-03-05;2012;ARCHIVADO;Declaración;;;
14;Proyecto N° 15;EXPROPIACION DE INMUEBLES EN LA CIUDAD DE TINOGASTA, PARA EL USO PUBLICO.;2012-03-07;2012;ARCHIVADO;Ley Provincial;;;
15;Proyecto N° 16;DECLARAR DE INTERES LEGISLATIVO Y CULTURAL LA DESTACADA ACTUACION DEL JOVEN JUAN IGNACIO MOLINA, EN LA RAMA ARTISTICA MUSICAL;2012-03-08;2012;ARCHIVADO;Declaración;;;
16;Proyecto N° 17;IMPLEMENTAR LA ENSEÑANZA SOBRE PREVENCION Y PROTECCION CIVIL ANTE EMERGENCIAS, SINIESTROS O DESASTRES CAUSADOS POR FENOMENOS NATURALES O ANTROPOGENICOS.;2012-03-08;2012;ARCHIVADO;Ley Provincial;;;
17;Proyecto N° 18;GESTIONAR LA INSTALACION DE ANTENAS DE TELEFONIA MOVIL QUE MEJOREN EL SERVICIO EN SALADO Y CERRO NEGRO, TINOGASTA.;2012-03-09;2012;ARCHIVADO;Resolución;;;
18;Proyecto N° 19;SOLICITA AL PODER EJECUTIVO PROVINCIAL INFORME LOS ASPECTOS FUNDAMENTALES DE LA MEGA LICITACION DEL PROGRAMA TECHO DIGNO.;2012-03-14;2012;ARCHIVADO;Resolución;;;
19;Proyecto N° 20;SOLICITA LA ADHESION DEL PODER LEGISLATIVO DE NUESTRA PROVINCIA AL DIA NACIONAL DE LA MEMORIA POR LA VERDAD Y LA JUSTICIA QUE SE CONMEMORA TODOS LOS 24 DE MARZO.;2012-03-21;2012;ARCHIVADO;Declaración;;;
20;Proyecto N° 21;PEDIDO DE INFORME AL PODER EJECUTIVO PROVINCIAL SOBRE EL ACCIONAR POLICIAL DE LA COMISARIA 7° QUE CONCLUYO CON LA MUERTE DEL JOVEN DIEGO PACHAO.;2012-03-21;2012;ARCHIVADO;Resolución;;;
21;Proyecto N° 22;DEROGASE LA LEY 4234/85  ORGANIZACION Y FUNCIONAMIENTO DE LAS ASOCIACIONES DE BOMBEROS VOLUNTARIOS Y DE LA FEDERACION PROVINCIAL Y TODAS SUS MODIFICATORIAS, A PARTIR DE LA PROMULGACION DE LA PRESENTE LEY.;2012-03-22;2012;ARCHIVADO;Ley Provincial;;;
22;Proyecto N° 23;DECLARESE DE INTERES PARLAMENTARIO LOS FESTEJOS EN CONMEMORACION DEL CENTESIMO ANIVERSARIO DE LA CREACION DE LA ESCUELA SECUNDARIA N° 8 GOBERNADOR JOSE CUBAS.;2012-03-27;2012;ARCHIVADO;Declaración;;;
23;Proyecto N° 24;RECONOCESE A LA INFERTILIDAD HUMANA COMO ENFERMEDAD.;2012-03-28;2012;ARCHIVADO;Ley Provincial;;;
24;Proyecto N° 25;ADHESION AL DOCUMENTO DE DECLARACION FIRMADO POR LEGISLADORES ARGENTINOS EL 24 DE FEBRERO PASADO EN USHUAIA PARA RATIFICAR LA SOBERANIA DE LA REPUBLICA ARGENTINA SOBRE LAS ISLAS MALVINAS, GEORGIAS DEL SUR, SANDWICH DEL SUR Y LOS ESPACIOS MARITIMOS CIRCUNDANTES.;2012-03-28;2012;ARCHIVADO;Declaración;;;
25;Proyecto N° 26;PROGRAMA PROVINCIAL DE DETECCION TEMPRANA DE LOS TRASTORNOS MENTALES DE NIÑOS, NIÑAS Y ADOLESCENTES ESCOLARIZADOS.;2012-03-28;2012;ARCHIVADO;Ley Provincial;;;
26;Proyecto N° 27;SOLICITA AL DIRECTOR DE LA OBRA SOCIAL DE EMPLEADOS PUBLICOS (OSEP) DEJAR SIN EFECTO LAS RESOLUCIONES O.S.E.P. N° 2576 Y SU RECTIFICATORIA N° 3025, E INCLUIR EN LA RESOLUCION O.S.E.P N° 8650/08  PLAN DE ASISTENCIA INTEGRAL PARA PERSONAS DISCAPACITADAS, LA COBERTURA DE PROFESIONALES CON FORMACION Y EXPERIENCIA SUFICIENTE PARA EL DIAGNOSTICO DIFERENCIADO.;2012-04-04;2012;ARCHIVADO;Resolución;;;
27;Proyecto N° 28;DECLARASE ENERGICO REPUDIO A LAS REITERADAS AMENAZAS CON SITUACIONES DE GRAVE VIOLENCIA REALIZADAS AL SR. PABLO PINELA.;2012-04-11;2012;ARCHIVADO;Declaración;;;
28;Proyecto N° 29;DECLARASE EL PROFUNDO RECHAZO Y EXPRESAR SOLIDARIDAD CON LA FUNDACION SOLES SEDE CATAMARCA.;2012-04-11;2012;ARCHIVADO;Declaración;;;
29;Proyecto N° 30;DECLARASE DE INTERES PARLAMENTARIO LA REALIZACION DEL XIX CONGRESO NACIONAL DE PROFESIONALES DE CIENCIAS ECONOMICAS.;2012-04-11;2012;ARCHIVADO;Declaración;;;
30;Proyecto N° 31;PROPONE ESTABLECER LAS ACCIONES TENDIENTES A ORGANIZAR Y COORDINAR LOS SERVICIOS DE PREVENCION, DETECCION TEMPRANA Y SEGUIMIENTO ESTADISTICO DE LAS ENFERMEDADES ONCOLOGICAS EN LA PROVINCIA.;2012-04-11;2012;ARCHIVADO;Ley Provincial;;;
31;Proyecto N° 32;DECLARASE DE INTERES PARLAMENTARIO Y CULTURAL EL III ENCUENTRO LITERARIO, ANDALGALA, PUCARA DE LAS LETRAS.;2012-04-11;2012;ARCHIVADO;Declaración;;;
32;Proyecto N° 33;DECLARAR DE INTERES PARLAMENTARIO LA PARTICIPACION DE LA DELEGACION CATAMARQUEÑA DE NIÑOS DE LOS TEROS RUGBY CLUB EN TOURNOI INTERNACIONAL BENJAMINS RUGBY.;2012-04-12;2012;ARCHIVADO;Declaración;;;
33;Proyecto N° 34;DECLARAR DE INTERES PARLAMENTARIO LAS PRIMERAS JORNADAS CIENTIFICAS DE CIRUGIA DE MANO.;2012-04-12;2012;ARCHIVADO;Declaración;;;
34;Proyecto N° 35;COMUNIQUESE EL ESTADO DE AVANCE DEL PLAN ESTRATEGICO DE MODERNIZACION Y FORTALECIMIENTO INSTITUCIONAL DEL PODER LEGISLATIVO EN EL AMBITO DE LA CAMARA DE DIPUTADOS.;2012-04-13;2012;ARCHIVADO;Decreto Cámara;;;
35;Proyecto N° 36;PEDIDO DE INFORME AL PODER EJECUTIVO PROVINCIAL ACERCA DEL PROYECTO EDUCATIVO;2012-04-13;2012;ARCHIVADO;Resolución;;;
36;Proyecto N° 37;REPUDIO DE LAS EXPRESIONES DEL PRIMER MINISTRO BRITANICO, DAVID CAMERON.;2012-04-13;2012;ARCHIVADO;Declaración;;;
37;Proyecto N° 38;CREACION DEL REGISTRO DAMA (DISPOSITIVO DE ALERTA PARA MUJERES AGREDIDAS).;2012-04-17;2012;ARCHIVADO;Ley Provincial;;;
38;Proyecto N° 39;IMPULSAR LA ALIMENTACION SALUDABLE EN LOS ESTABLECIMIENTOS ESCOLARES DEPENDIENTES DEL ESTADO PROVINCIAL.;2012-04-17;2012;ARCHIVADO;Ley Provincial;;;
39;Proyecto N° 40;SOLICITAR AL PODER EJECUTIVO PROVINCIAL, INFORME ACERCA DE LAS POLITICAS DE TRATAMIENTO DE ADICCIONES PARA EL AÑO EN CURSO.;2012-04-17;2012;ARCHIVADO;Resolución;;;
40;Proyecto N° 41;SOLICITA AL JEFE DE DISTRITO CATAMARCA DE VIALIDAD NACIONAL ING. JOSE MARCELO PATRIA INFORME SOBRE LA OBRA RUTA NACIONAL N° 40, TRAMO LAS MOJARRAS   CATAMARCA CON EMPALME RUTA PROVINCIAL N° 357 QUILMES   TUCUMAN.;2012-04-17;2012;ARCHIVADO;Resolución;;;
41;Proyecto N° 42;SOLICITA AL PODER EJECUTIVO PROVINCIAL BRINDE INFORME SOBRE EL ESTADO DE LA OBRA PRESA DE EMBALSE TORO YACO SOBRE EL RIO SANTA MARIA, DPTO. SANTA MARIA.;2012-04-19;2012;ARCHIVADO;Resolución;;;
42;Proyecto N° 43;SOBRE EL BENEPLACITO DE LA CAMARA DE DIPUTADOS POR LA DECISION DEL GOBIERNO NACIONAL DE EXPROPIAR EL 51% DEL PAQUETE ACCIONARIO DE LA EMPRESA YPF.;2012-04-19;2012;ARCHIVADO;Declaración;;;
43;Proyecto N° 44;DECLARESE DE INTERES LEGISLATIVO EL 344° ANIVERSARIO DE LA FUNDACION DEL DEPARTAMENTO VALLE VIEJO Y LA APERTURA DEL MUSEO QUE REFLEJARA SU HISTORIA, ARQUEOLOGIA, CULTURA Y ASPECTO SOCIAL.;2012-04-19;2012;ARCHIVADO;Declaración;;;
44;Proyecto N° 45;MODIFICASE EL ARTICULO 9 APARTADO 1 DE LA LEY 3.509/79, INCORPORANDO UN INCISO I).;2012-04-19;2012;ARCHIVADO;Ley Provincial;;;
45;Proyecto N° 46;PROPICIAR LA ADHESION DE LA PROVINCIA DE CATAMARCA A LAS LEYES NACIONALES 25.922 Y 26.962 DE PROMOCION DE LA INDUSTRIA DEL SOFTWARE.;2012-04-19;2012;ARCHIVADO;Ley Provincial;;;
46;Proyecto N° 47;PROPICIAR LA CREACION DEL PLAN PROVINCIAL DE LUCHA PARA LA PREVENCION Y ERRADICACION DE LA USURA EN TODA LA PROVINCIA.;2012-04-20;2012;ARCHIVADO;Ley Provincial;;;
47;Proyecto N° 48;INFORMAR LAS MEDIDAS QUE SE LLEVAN ADELANTE EN CONTRA DE LOS DOCENTES QUE HUBIEREN PARTICIPADO EN LAS MEDIDAS DE FUERZA.;2012-04-20;2012;ARCHIVADO;Resolución;;;
48;Proyecto N° 49;PEDIDO DE INFORME AL PODER EJECUTIVO PROVINCIAL, ACERCA DE LA REFUNCIONALIZACION DEL COMPLEJO DEL MUSEO EN EL PREDIO DEL EX SERVICIO PENITENCIARIO JULIO HERRERA.;2012-04-20;2012;ARCHIVADO;Resolución;;;
49;Proyecto N° 50;CREACION DEL ARCHIVO PROVINCIAL DE LA MEMORIA PARA LA VERDAD Y LA JUSTICIA, EL MUSEO INTERACTIVO PARA LA MEMORIA HISTORICO Y LA COMISION PROVINCIAL DE LA MEMORIA.;2012-04-24;2012;ARCHIVADO;Ley Provincial;;;
50;Proyecto N° 51;PROMOVER EL PATROCINIO DE PARTICULARES PARA EL DESARROLLO DE LAS ACTIVIDADES DEPORTIVAS.;2012-04-24;2012;ARCHIVADO;Ley Provincial;;;
51;Proyecto N° 52;MODIFICACION DEL ARTICULO 42° DEL DECRETO LEY N° 3276  ESTATUTO PARA EL PERSONAL CIVIL DE LA ADMINISTRACION PUBLICA PROVINCIAL.;2012-04-24;2012;ARCHIVADO;Ley Provincial;;;
52;Proyecto N° 53;MODIFICACION DE LA LEY ORGANICA DE MUNICIPALIDADES Y REGIMEN COMUNAL, N° 4640/91 Y SUS LEYES MODIFICATORIAS.;2012-04-24;2012;ARCHIVADO;Ley Provincial;;;
53;Proyecto N° 54;CREACION DE UN PLAN DE VIVIENDAS LEGISLATIVAS.;2012-04-24;2012;ARCHIVADO;Ley Provincial;;;
54;Proyecto N° 55;DECLARAR DE INTERES PARLAMENTARIO LA DECISION DEL GOBIERNO ARGENTINO DE EXPROPIAR LAS ACCIONES TIPO D DE LA EMPRESA PETROLERA YPF.;2012-04-24;2012;ARCHIVADO;Declaración;;;
55;Proyecto N° 56;ADHIERASE LA PROVINCIA DE CATAMARCA A LA LEY NACIONAL N°26.737/11.;2012-04-24;2012;ARCHIVADO;Ley Provincial;;;
56;Proyecto N° 57;IMPLEMENTACION DE UN SERVICIO DE TRANSPORTE ESPECIAL PARA LA COMUNIDAD ESCOLAR.;2012-04-24;2012;ARCHIVADO;Ley Provincial;;;
57;Proyecto N° 58;INCLUIR EN EL CALENDARIO  DE VACUNACION, EN FORMA GRATUITA Y OBLIGATORIA, LA ADMINISTRACION DE LA  VACUNA CONTRA ROTAVIRUS.;2012-04-25;2012;ARCHIVADO;Ley Provincial;;;
58;Proyecto N° 59;INCLUIR EN EL CALENDARIO DE VACUNACION EN FORMA GRATUITA Y OBLIGATORIA, LA ADMINISTRACION DE LA VACUNA CONTRA LA VARICELA.;2012-04-25;2012;ARCHIVADO;Ley Provincial;;;
59;Proyecto N° 60;CREACION DE UN SERVICIO PUBLICO PROVINCIAL DE SEPELIO Y CREMACION DE CADAVERES Y RESIDUOS PATOLOGICOS EN TODO EL TERRITORIO PROVINCIA.;2012-04-25;2012;ARCHIVADO;Ley Provincial;;;
60;Proyecto N° 61;DECLARAR DE INTERES PARLAMENTARIO LA TRAYECTORIA DE LA MONTAÑISTA CATAMARQUEÑA URSULA DIAZ.;2012-04-25;2012;ARCHIVADO;Declaración;;;
61;Proyecto N° 62;IMPLEMENTESE UN SISTEMA DE VIDEO CON AUDIO EN LOS MOVILES DE LA POLICIA DE LA PROVINCIA.;2012-04-25;2012;ARCHIVADO;Resolución;;;
62;Proyecto N° 63;SOLICITA SE PROVEA DE UNA ESTAFETA POSTAL EN EL REGISTRO CIVIL PARA CUBRIR LA DEMANDA DE ESTAMPILLAS.;2012-04-25;2012;ARCHIVADO;Resolución;;;
63;Proyecto N° 64;SOLICITA QUE LA PROVINCIA DE CATAMARCA IMPLEMENTE MEDIDAS PARA PERSONAS CELIACAS ESTABLECIDAS POR LA NACION.;2012-04-25;2012;ARCHIVADO;Resolución;;;
64;Proyecto N° 65;SOLICITAR LOS INFORMES NECESARIOS FRENTE A LA FALTA DE PROVISION DE COMIDA EN LA CASA CUNA Y HOGARES DE MENORES DE LA PROVINCIA.;2012-04-25;2012;ARCHIVADO;Resolución;;;
65;Proyecto N° 66;LIMITACIONES EN LA DEDUCCION EN LOS HABERES DE LOS AGENTES PUBLICOS CON MOTIVO DE PRESTAMOS PERSONALES.;2012-04-25;2012;ARCHIVADO;Ley Provincial;;;
66;Proyecto N° 67;CREACION DEL FONDO DE COMPENSACION MUNICIPAL.;2012-05-02;2012;ARCHIVADO;Ley Provincial;;;
67;Proyecto N° 68;MODIFICASE EL ARTICULO 39° DEL REGLAMENTO INTERNO DE LA CAMARA DE DIPUTADOS.;2012-05-03;2012;ARCHIVADO;Decreto Cámara;;;
68;Proyecto N° 69;DECLARASE DE UTILIDAD PUBLICA, Y SUJETO A EXPROPIACION EL TERRENO REGISTRADO BAJO MATRICULA CATASTRAL 1626015350;2012-05-03;2012;ARCHIVADO;Ley Provincial;;;
69;Proyecto N° 70;DECLARAR DE INTERES PARLAMENTARIO EL II FORO NACIONAL HACIA OTRA ECONOMIA.;2012-05-03;2012;ARCHIVADO;Declaración;;;
70;Proyecto N° 71;PROGRAMA DE POLITICAS PUBLICAS PARA LA PROMOCION DE LA DIGNIDAD HUMANA Y EL RESPETO A LA DIVERSIDAD SEXUAL.;2012-05-03;2012;ARCHIVADO;Ley Provincial;;;
71;Proyecto N° 72;DECLARASE DE INTERES LEGISLATIVO Y DE INNOVACION CIENTIFICA AL EMPRENDIMIENTO DE JOVENES CATAMARQUEÑOS  3 DATA PIONERA Y LIDER E LA REGION NOA.;2012-05-03;2012;ARCHIVADO;Declaración;;;
72;Proyecto N° 73;DECLARASE DE INTERES CULTURAL LA MUESTRA DE COMIC RENATO GUEDES QUE SE DESARROLLO DESDE EL DIA 07 HASTA EL 22 DE ABRIL EN NUESTRA CIUDAD.;2012-05-03;2012;ARCHIVADO;Declaración;;;
73;Proyecto N° 74;ADHIERASE LA PROVINCIA DE CATAMARCA A LA LEY NACIONAL N° 26.216;2012-05-03;2012;ARCHIVADO;Ley Provincial;;;
74;Proyecto N° 75;DECLARESE DE INTERES PARLAMENTARIO EL LIBRO TITULADO ESQUIU POLITICO Y DOCENTE, ESCRITO POR EL PROFESOR MARIO DANIEL VERA;2012-05-07;2012;ARCHIVADO;Declaración;;;
75;Proyecto N° 76;DECLARESE DE INTERES LEGISLATIVO A LA OBRA TEATRAL DEL DESENGAÑO A LA TRAICION, DE MARIA ELENA SOSA;2012-05-07;2012;ARCHIVADO;Declaración;;;
76;Proyecto N° 77;SOLICITAR PEDIDO DE INFORME AL AREA QUE CORRESPONDA, DE TODOS LOS MONUMENTOS Y MURALES EN ESTADO DE DETERIORO.;2012-05-07;2012;ARCHIVADO;Resolución;;;
77;Proyecto N° 78;DECLARAR  DE INTERES CULTURAL Y EDUCATIVO A LA GRANJA LA SOÑADA, UBICADA EN LA LOCALIDAD DE SANTA CRUZ, DEPARTAMENTO VALLE VIEJO.;2012-05-07;2012;ARCHIVADO;Declaración;;;
78;Proyecto N° 79;"DECLARESE LA CONVENIENCIA Y NECESIDAD DE LA REFORMA PARCIAL DE LA CONSTITUCION DE LA PROVINCIA DE CATAMARCA";2012-05-08;2012;ARCHIVADO;Ley Provincial;;;
79;Proyecto N° 80;DECLARAR DE INTERES LEGISLATIVO Y SOCIAL, LA TAREA DESARROLLADA POR LA ASOCIACION DE MUJERES EN AYUDA MUTUA POR LA NO VIOLENCIA (AMAM  CATAMARCA).;2012-05-09;2012;ARCHIVADO;Declaración;;;
80;Proyecto N° 81;DECLARASE DE INTERES PARLAMENTARIO EL 50° ANIVERSARIO DE LA CREACION DEL CONSEJO PROFESIONAL DE CIENCIAS ECONOMICAS DE CATAMARCA.;2012-05-14;2012;ARCHIVADO;Declaración;;;
81;Proyecto N° 82;INSTAR A LA MUNICIPALIDAD DE LA CAPITAL A QUE INSTALE UN SEMAFORO EN LA INTERSECCION DE LAS AVENIDAS GUEMES Y ALEM.;2012-05-14;2012;ARCHIVADO;Resolución;;;
82;Proyecto N° 83;INSTAR A LOS ORGANISMOS DEL ESTADO INTEGRANTES DE LA COMISION ORGANIZADORA DE LA FIESTA NACIONAL DEL PONCHO 2012 TOMEN MEDIDAS PARA ASEGURAR LA IMPLEMENTACION DE PRECIOS MINIMOS EN LA OFERTA GASTRONOMICA, CULTURAL Y RECREATIVA DE LA FIESTA PARA GARANTIZAR LA PARTICIPACION DE LOS SECTORES MAS CARENCIADOS.;2012-05-14;2012;ARCHIVADO;Resolución;;;
83;Proyecto N° 84;DECLARAR DE INTERES PARLAMENTARIO LA CEREMONIA DE PROMESA A LA CONSTITUCION NACIONAL, POR PARTE DE LOS ALUMNOS DE 7° GRADO, NIVEL PRIMARIO DE LA ESCUELA APOLO.;2012-05-14;2012;ARCHIVADO;Declaración;;;
84;Proyecto N° 85;SOLICITA LA ADHESION AL DIA NACIONAL DE LA DONACION DE ORGANOS Y TEJIDOS QUE SE CONMEMORA EL 30 DE MAYO.;2012-05-14;2012;ARCHIVADO;Declaración;;;
85;Proyecto N° 87;DECLARAR DE INTERES PARLAMENTARIO LA MARATON EN BENEFICIO DE LA ASOCIACION CILVIL SOLES CATAMARCA.;2012-05-16;2012;ARCHIVADO;Declaración;;;
86;Proyecto N° 88;CREACION EN EL AMBITO DEL MINISTERIO PUBLICO LAS DEFENSORIAS OFICIALES DE LA VICTIMA DEL DELITO.;2012-05-23;2012;ARCHIVADO;Ley Provincial;;;
87;Proyecto N° 89;SOLICITA EL CUMPLIMIENTO DE LO PRESCRIPTO EN EL ARTICULO N° 22 DE LA LEY 5.321 DE PRESUPUESTO PROVINCIAL 2011.;2012-05-23;2012;ARCHIVADO;Resolución;;;
88;Proyecto N° 90;DECLARASE DE INTERES LEGISLATIVO EL III PLENARIO PROVINCIAL DEL FORO DE ORGANIZACIONES NACIONALES DE LA AGRICULTURA FAMILIAR.;2012-05-23;2012;ARCHIVADO;Declaración;;;
89;Proyecto N° 91;SOLICITA AL PODER EJECUTIVO PROVINCIAL INFORME SOBRE LA DESIGNACION DE AUTORIDADES Y EL ESTADO DE TRAMITACION DE LA INSCRIPCION DE CATAMARCA MINERA Y ENERGIA SOCIEDAD DEL ESTADO (CAMYEN S.E.).;2012-05-23;2012;ARCHIVADO;Resolución;;;
90;Proyecto N° 92;DECLARAR DE INTERES PARLAMENTARIO LA XXXIV EDICION DEL FESTIVAL NACIONAL DE LA MANDARINA.;2012-05-23;2012;ARCHIVADO;Declaración;;;
91;Proyecto N° 93;REFORMA DE LA LEY ORGANICA MUNICIPAL Y REGIMEN COMUNAL DE LA PROVINCIA DE CATAMARCA N° 4.640 Y SUS MODIFICATORIAS.;2012-05-23;2012;ARCHIVADO;Ley Provincial;;;
92;Proyecto N° 94;REGISTRO DE ESTABLECIMIENTOS EXPENDEDORES Y DISTRIBUIDORES DE BEBIDAS ALCOHOLICAS.;2012-05-23;2012;ARCHIVADO;Ley Provincial;;;
93;Proyecto N° 95;ADHESION A LA LEY NACIONAL 26.279.;2012-05-23;2012;ARCHIVADO;Ley Provincial;;;
94;Proyecto N° 96;LEY DE RESIDENCIAS MEDICAS.;2012-05-23;2012;ARCHIVADO;Ley Provincial;;;
95;Proyecto N° 98;ADHESION A LA LEY NACIONAL N° 26.047 DE REGISTRO NACIONAL DE SOCIEDADES, ASOCIACIONES CIVILES Y FUNDACIONES.;2012-05-23;2012;ARCHIVADO;Ley Provincial;;;
96;Proyecto N° 99;RECHAZO AL CORTE DE RUTA QUE BLOQUEA EL TRANSITO INTERNACIONAL DE VEHICULOS DE TRANSPORTE DE CARGA EN LA RUTA NACIONAL 60.;2012-05-23;2012;ARCHIVADO;Declaración;;;
97;Proyecto N° 100;INSTAR A LA CORTE DE JUSTICIA A DAR CUMPLIMIENTO AL ART. 206 INCISO 7 DE LA CONSTITUCION PROVINCIAL.;2012-05-23;2012;ARCHIVADO;Declaración;;;
98;Proyecto N° 101;DECLARAR EL REPUDIO DE ESTA CAMARA POR LOS CORTES DE RUTA QUE LLEVAN A CABO GRUPOS ANTIMINEROS Y/O AMBIENTALISTAS, IMPIDIENDO EL LIBRE TRANSITO DE PERSONAS, VEHICULOS DE TRANSPORTE DE CARGA Y MERCADERIAS.;2012-05-23;2012;ARCHIVADO;Declaración;;;
99;Proyecto N° 102;PEDIDO DE INFORME A LA ADMINISTRACION GENERAL DE ASUNTOS PROVISIONALES, INFORME EL MONTO RECAUDADO EN LA CAJA COMPLEMENTARIA, NUMERO DE NUEVOS JUBILADOS EN CONDICIONES DE ACCEDER AL BENEFICIO Y FECHA EXACTA DE LIQUIDACION.;2012-05-23;2012;ARCHIVADO;Resolución;;;
100;Proyecto N° 103;OBLIGAR A LAS EMPRESAS MINERAS A QUE HABILITEN UNA BOCA DE EXPENDIO AL PUBLICO.;2012-05-23;2012;ARCHIVADO;Ley Provincial;;;
101;Proyecto N° 104;MODIFICACION PARCIAL DE LA LEY 4247 QUE REGULA LAS CAUSALES Y EL PROCEDIMIENTO PARA EL ENJUICIAMIENTO DE MAGISTRADOS Y FUNCIONARIOS JUDICIALES.;2012-05-23;2012;ARCHIVADO;Ley Provincial;;;
102;Proyecto N° 109;REGULACION DE LA COMERCIALIZACION DE LOS ANTEOJOS EN LA PROVINCIA DE CATAMARCA.;2012-06-06;2012;ARCHIVADO;Ley Provincial;;;
103;Proyecto N° 110;ADHESION AL DIA DEL PERIODISTA;2012-06-06;2012;ARCHIVADO;Declaración;;;
104;Proyecto N° 111;MODIFICACION DE LA LEY PROVINCIAL N° 5057.;2012-06-06;2012;ARCHIVADO;Ley Provincial;;;
105;Proyecto N° 113;"CORREDOR HISTORICO TURISTICO DE LA REVOLUCION FEDERAL DEL CAUDILLO FELIPE VARELA.";2012-06-06;2012;ARCHIVADO;Ley Provincial;;;
106;Proyecto N° 115;"DECLARAR DE INTERES PARLAMENTARIO EL CENTENARIO DEL CLUB ATLETICO SARMIENTO,MUTUAL, SOCIAL, CULTURAL Y DEPORTIVO FUNDADO EL 12 DE JUNIO DE 1912.";2012-06-06;2012;ARCHIVADO;Declaración;;;
107;Proyecto N° 116;DECLARESE MONUMENTO HISTORICO Y PARTE INTEGRAL DEL PATRIMONIO CULTURAL DE LA PROVINCIA DE CATAMARCA, A LA CASA NATAL DE FELIPE VARELA EN LA LOCALIDAD DE HUAYCAMA, VALLE VIEJO.;2012-06-06;2012;ARCHIVADO;Ley Provincial;;;
108;Proyecto N° 117;"SOLICITO A VIALIDAD PROVINCIAL COMPLETE LA SEÑALIZACION DE LA RUTA PROVINCIAL N° 16 EL RODEO   LA PUERTA, EN EL DEPARTAMENTO AMBATO.";2012-06-06;2012;ARCHIVADO;Resolución;;;
